n = 2048
498	501
1666	2024
1326	1637
1990	386
510	1708
183	148
978	1456
1414	697
1121	882
740	1751
913	377
1123	396
1517	1547
1346	48
607	265
530	489
1244	1164
43	395
420	630
1539	1544
676	251
512	501
239	1749
1274	582
9	264
346	1494
191	1992
1687	1141
1385	371
515	508
403	1827
486	515
319	1576
165	192
1854	1203
1202	1893
1926	495
2046	1357
1565	1108
1527	1549
833	779
1204	747
339	1512
1560	1581
397	1277
514	518
1417	667
795	1463
406	509
350	1798
2000	1723
215	702
1864	2019
1376	707
856	2032
553	532
1670	118
1520	1511
1946	824
510	502
409	185
1593	1692
73	1694
290	297
852	431
463	268
265	86
527	1226
706	1124
1130	1419
1530	1523
1838	1910
1912	1779
718	1765
1722	705
631	538
1124	539
1769	1827
1295	1572
1823	1529
1559	1529
485	479
1299	1226
1515	1503
1867	1748
1370	723
1230	144
1513	1543
341	1045
1301	1293
508	524
147	608
1430	129
1509	1938
521	516
1824	762
375	1191
520	343
408	1669
1360	1167
80	1481
395	1008
462	587
984	569
1093	282
1041	124
1286	200
542	1977
492	1163
366	1004
1962	1262
1534	1649
663	1236
128	1813
783	2029
1919	561
484	477
906	1616
1366	1770
1976	650
553	142
1532	1499
1722	941
1757	385
825	1281
1478	1066
1285	493
1704	492
950	34
1447	1291
1142	751
775	261
1523	1559
1042	789
1391	749
535	502
265	158
638	416
565	5
1454	1290
791	1322
1919	1946
1501	1537
1564	1579
1405	1884
1016	1356
156	1872
645	134
255	1452
457	504
1532	1564
1513	1533
1420	224
518	522
491	524
684	1790
614	1804
1087	175
553	837
1766	336
656	456
323	939
1254	610
813	1464
447	1799
276	1528
43	976
1714	1747
747	210
729	714
1349	282
305	671
347	318
69	703
6	1335
315	1940
1701	128
1022	144
356	1207
1510	1541
1973	975
1317	612
1523	1538
546	494
1409	1746
479	523
1253	671
17	1230
749	709
1557	1536
530	1230
1667	1893
653	735
1535	1517
258	239
1549	1510
1815	1213
529	491
429	1161
1534	1540
1787	1636
1536	1562
890	1642
1381	1792
681	589
1542	1534
436	1887
254	1426
513	481
1027	1098
43	1757
1902	1835
1951	639
1420	569
133	381
546	500
1090	1420
1066	1714
507	531
333	819
1518	1521
526	511
523	510
1950	263
230	1643
509	513
1068	1289
1178	411
531	511
18	1673
267	935
823	459
381	1961
1170	1569
1374	91
234	970
479	529
500	536
310	541
1770	1585
503	540
1331	996
454	17
1821	989
505	512
530	1763
509	507
1464	1583
664	202
536	953
515	474
199	1022
2006	741
1554	1518
1838	1867
1074	393
1563	1430
1208	830
1904	1008
2001	921
629	2043
1667	537
509	515
585	1984
1205	737
1978	1432
504	1956
172	882
1550	1534
1533	1557
622	1229
517	497
815	560
1948	1534
780	1268
81	940
726	616
1237	1546
432	1740
528	518
1321	475
1512	1564
499	513
1616	1511
1241	1095
673	844
1479	1972
502	495
477	905
570	929
979	1274
496	537
1812	1471
112	1161
1542	1521
1529	1540
1566	1170
1571	1564
515	499
1877	153
1704	1453
1936	1004
480	527
548	1653
1572	156
1314	1732
1533	1551
1585	1545
497	541
1972	1735
1882	1329
1560	1548
1515	1511
587	838
1665	1754
1471	470
1543	1512
1536	1532
1558	1522
603	1869
1514	1524
1500	1507
1447	477
521	1479
2034	123
154	1367
845	131
476	1906
978	1320
355	1816
1509	1577
1935	1914
322	952
1769	200
1714	1327
1545	1534
1268	742
414	1886
955	1448
1558	1611
181	2000
1125	90
1203	1586
585	202
1344	1972
1513	300
1531	1523
1845	227
778	202
1301	1478
70	1289
486	482
139	1393
512	464
1510	1574
476	568
723	236
460	1830
1536	1491
562	1196
163	1458
1483	2000
962	2020
544	257
1297	1901
1527	1555
1877	1940
793	960
548	510
707	173
1415	1640
1087	897
1072	1902
1593	634
81	1857
1557	75
1504	1174
1723	1640
502	482
1862	196
186	1441
851	558
303	1846
222	875
1528	1579
1369	1724
501	540
2040	203
422	489
513	1084
794	2025
1901	1320
1643	1275
928	635
1397	1600
1300	104
1964	1749
668	564
504	511
817	429
511	510
749	1813
641	1978
656	2041
436	1897
2035	1484
873	998
398	249
529	532
985	563
720	289
1550	1993
985	809
1559	1533
1463	882
543	478
506	501
1562	1518
801	948
547	532
491	1922
528	1988
520	422
788	1644
1615	465
686	1094
1549	1492
970	1653
1903	1608
1564	1530
83	1858
395	1118
1931	1810
1542	1548
1702	26
1438	490
1520	1566
745	1923
326	1335
953	1488
1746	484
1934	1148
119	1701
1481	1255
508	1280
969	915
1660	2010
1725	15
701	2008
609	609
175	121
1440	655
1659	1636
642	600
217	2011
251	577
952	1615
1142	644
1369	1166
556	1403
1888	1801
678	1183
1547	1544
1964	893
641	1575
1450	159
2009	177
611	1587
1935	1567
1029	571
1537	1523
1595	1919
1769	1933
235	1364
1787	891
783	654
78	813
506	489
1660	403
1131	805
555	1554
112	93
1570	1409
460	677
1608	1518
1777	1734
534	500
836	1537
1941	679
503	531
299	280
806	534
869	1722
1041	274
129	845
805	895
665	1914
1507	1547
1253	867
1430	1359
2039	1723
1747	817
848	1188
1855	1754
1399	1910
523	521
1544	1548
656	765
662	1202
94	11
1348	1010
1070	541
678	61
1201	662
513	508
515	523
1242	998
873	618
1510	1550
1521	1567
580	851
40	1404
705	1973
497	542
1652	549
550	1304
1049	947
1560	1522
504	490
807	94
524	501
1019	1376
937	529
1911	1692
488	442
1531	1512
1103	818
1512	1549
1346	1971
1546	1534
1359	1795
1062	830
15	538
519	505
332	340
500	116
0	553
514	511
738	1113
194	788
1705	1783
542	510
837	1005
217	856
1281	1732
1305	1885
1387	1325
1562	1552
502	490
1549	1524
724	929
110	473
431	1985
476	532
111	1032
127	1360
1332	878
995	708
1541	1901
284	1418
525	507
1697	1664
1140	189
1295	1457
1536	1196
889	259
272	1290
566	1068
1122	1421
1562	1558
752	1618
1537	1584
410	1560
1502	1529
511	505
1988	33
1578	1521
1670	169
556	604
1442	284
719	1697
1642	1675
853	56
922	1912
1813	2022
1690	1008
520	542
37	1071
1858	1430
1265	1899
421	593
527	330
943	437
876	1415
1485	54
2006	1410
1247	627
1563	1546
506	516
1544	1519
1669	1832
1413	1257
394	638
1211	599
2	185
1894	1720
1009	1452
419	844
1322	784
27	578
1532	1552
1529	1533
1983	1793
1547	1192
432	1575
933	644
482	499
830	342
1490	1514
1948	1280
499	520
296	1053
1219	671
42	463
149	1767
1034	1782
902	1360
1287	345
1786	395
502	18
875	350
9	428
549	494
544	1058
524	494
1512	1510
840	178
1522	1513
542	87
240	930
534	524
44	1731
506	496
199	1121
1531	1571
1561	1532
1520	1543
1548	1538
43	1551
1166	1233
1462	1621
837	1043
1224	901
1147	512
506	532
491	1389
193	1848
787	1019
1602	1481
35	1512
1205	272
1656	824
518	481
535	507
627	586
1800	815
1533	1524
207	1108
1551	1551
245	712
422	1363
215	908
521	481
358	636
1036	637
1350	551
487	1846
1540	1540
613	163
1829	1263
1522	1192
528	507
1056	579
578	1518
1218	1527
553	519
1534	788
1760	1446
274	794
536	527
436	1515
1147	540
1543	1533
677	782
547	542
1554	1543
1133	1216
1537	1554
1093	182
1298	1288
1536	1528
1388	2022
245	1882
686	1453
1250	374
1537	1546
1538	1537
526	523
1617	529
313	854
922	1286
500	531
1275	907
419	1122
922	1787
451	1133
1776	1864
862	605
1552	1543
1546	1523
1867	103
544	772
934	1169
857	1362
1023	490
808	873
312	1010
1995	1165
135	1345
1557	1525
1340	1370
882	1975
1516	1969
491	518
513	530
1536	1553
1482	1958
1265	2007
510	518
141	447
46	1364
1548	1544
1264	156
980	1353
1327	2029
601	1355
883	679
223	1231
1996	1757
1794	930
1930	504
1397	1945
1505	1086
219	1924
1422	1393
1633	1267
1923	1600
494	497
1529	1504
1510	1552
1782	601
1013	1612
1296	413
1959	1668
1329	1
1126	1475
694	1680
930	909
1606	961
1873	1638
436	858
1974	1020
1117	208
2043	213
891	469
1010	145
1535	1537
1544	1530
1561	1530
413	1853
585	1834
1467	1244
410	106
1113	386
139	448
1994	1827
360	807
531	499
1669	1306
358	1651
1565	1552
331	1829
497	497
726	154
1342	603
336	843
1818	1245
510	535
487	520
526	762
1566	1528
270	1718
128	60
1313	460
1536	1557
1574	1541
1230	244
461	302
1652	1602
64	1684
503	487
963	164
1731	1588
1517	1526
1143	108
1598	1612
1578	1073
245	849
479	214
506	509
576	512
193	6
1905	1347
486	1791
784	1183
86	826
372	1042
394	943
1513	1574
1312	1933
351	556
1562	826
1876	966
1548	1516
521	506
1835	138
316	1436
1638	1991
343	1456
217	1508
974	1899
1638	475
501	523
2026	1046
1527	1553
1610	443
49	1283
1360	443
1936	424
346	336
1445	1524
1366	1522
1033	1168
1530	1514
491	489
1285	1476
740	2037
428	250
1804	1394
1286	1559
832	2017
1863	95
638	1499
1117	1841
109	1681
508	517
1910	266
1300	335
511	513
1786	1878
113	493
521	518
424	599
1500	1252
68	1139
1462	1749
860	1735
1516	1536
330	1469
1159	1670
1132	1961
488	507
46	707
1947	339
1503	1523
1557	1560
1682	622
407	280
2025	2001
154	1681
983	1950
1931	119
685	1935
549	1862
626	779
492	546
1605	1157
351	724
1298	1235
1329	928
345	873
1303	581
1505	1504
1496	1590
1763	710
1807	1161
332	1048
1541	1560
1576	1515
1854	945
1356	1376
634	967
1189	1104
506	542
780	49
526	75
625	811
1728	941
212	1958
1568	1509
1905	195
520	508
1758	258
1513	1551
169	889
514	531
202	1085
842	1117
261	893
204	1483
1679	1394
182	106
1349	940
1617	1669
1533	1526
1575	1800
1119	1901
1535	1549
176	808
344	1732
893	172
1962	1081
939	1561
1516	538
780	601
1139	1651
1639	380
609	1007
1882	1106
1340	164
1108	1034
152	140
1536	1573
1694	1764
161	929
1151	1906
569	1090
286	1717
1521	1547
1336	1448
1511	1543
1512	1539
1642	540
815	480
1899	1493
1766	1456
164	362
1477	248
491	499
1535	1531
604	266
1571	1539
490	664
1536	1536
104	441
544	1123
34	911
1593	265
508	513
1313	1964
1692	415
695	481
2028	1353
304	842
1529	1554
66	1345
2042	1047
1622	95
1013	205
1675	2007
1922	1978
1660	1503
1259	98
1148	919
2009	374
742	1168
15	1068
1422	5
507	508
77	617
659	1639
72	985
1403	262
42	1634
1809	1766
1927	1860
511	523
627	679
1283	766
795	91
979	783
1555	459
910	703
1554	1556
1951	1707
547	1052
1640	2042
1925	990
447	772
1543	1521
123	1102
1234	1495
327	1392
1149	1386
1644	1180
1326	1397
1696	1490
1547	1521
532	500
1742	904
983	597
1546	1565
1779	569
1477	947
999	1833
1076	250
1488	405
341	1955
509	511
1216	1424
217	851
1737	761
145	1583
1741	1618
606	344
670	1063
497	529
457	133
107	1442
1618	1940
475	511
254	527
1634	1235
104	611
1511	1518
1191	1989
505	978
1254	1049
515	491
1104	1171
1298	317
765	1833
1826	1389
380	323
1548	1540
516	514
501	530
1895	978
524	485
34	544
684	232
519	511
1869	1955
1535	1546
643	797
1274	224
407	1133
1748	539
860	532
1530	1541
1544	1475
99	147
1186	1547
1078	1975
1537	1301
736	726
1833	598
1525	1529
1543	1564
349	798
1784	44
1563	1535
1354	352
912	1207
497	481
155	652
1486	821
889	476
528	515
1843	416
425	98
1555	1574
136	34
577	493
537	526
568	1799
1567	1511
1506	1546
995	1975
1997	2
501	508
1212	420
764	369
1537	1543
28	1981
1537	1518
1989	646
563	1017
1021	998
810	1533
838	877
741	1046
488	485
512	497
1604	2006
1564	1545
1550	1535
429	640
500	478
806	553
1849	990
1666	1632
1885	1645
1237	1538
1863	941
1665	96
134	856
80	86
819	916
1495	1203
145	1698
1992	191
1739	278
1776	702
632	722
489	522
1767	358
1972	2008
913	1398
870	1762
1995	902
103	1668
424	444
1197	751
1143	466
518	868
1311	1947
1952	1801
476	528
1196	586
1901	1267
789	1434
1572	1532
1488	894
1492	1525
504	562
1532	1535
1290	745
207	1026
1043	1235
1914	1307
355	1098
512	1887
1434	507
1525	1545
1556	1895
32	1735
1564	1508
767	1486
1032	1890
1550	1548
1716	828
1082	1937
881	1452
1973	1635
949	1630
501	516
1809	598
793	808
1827	1481
1851	629
1805	1869
444	1658
1510	1521
1722	399
1165	1285
988	1047
805	1491
802	446
527	566
605	2013
400	543
400	746
1529	1542
1174	1674
929	517
1587	303
483	515
1891	1327
1062	217
267	741
1857	136
598	1438
1529	1563
518	561
521	531
1504	1255
810	1289
1148	156
1848	1062
827	208
1822	548
537	735
668	133
1167	1912
2042	74
1498	1557
799	487
870	628
352	695
1528	1539
665	1645
1756	1896
551	531
287	1038
1551	1559
391	1015
739	969
826	1618
1646	1914
705	1886
1079	1758
1647	1308
1066	1900
1358	1472
412	1516
1096	934
1497	72
1508	1574
362	768
201	776
480	525
385	969
660	600
937	1201
1675	527
434	583
1358	2000
1545	1528
1536	1514
1537	1549
1653	793
496	561
522	492
336	489
913	1934
987	1331
512	515
1523	1567
1399	382
264	128
1516	1522
1609	94
129	370
462	1907
625	358
1099	754
699	1494
457	245
27	1753
153	587
1480	1261
822	1630
1542	1524
978	1661
1567	1538
541	490
1335	1020
946	727
171	1046
1638	1944
1526	1538
999	660
1508	1862
1658	608
1044	1981
500	518
1246	258
1468	405
1829	1690
864	1614
1382	264
494	498
983	1962
1512	1521
1426	888
1224	1323
535	479
981	72
1533	1541
322	519
931	210
465	884
1917	1037
145	320
682	1245
143	1617
50	1198
1021	2033
1356	885
791	150
354	1302
1907	383
513	543
1007	160
570	1674
278	606
1549	1768
1701	665
1519	1560
620	1652
1710	986
349	63
453	1213
1634	1146
1395	341
506	510
499	501
109	917
1062	1676
506	499
775	1170
1187	878
1090	668
216	1048
1673	1449
944	6
601	339
1527	1507
1548	1527
807	60
490	975
815	208
513	516
1474	463
1653	224
1353	1497
679	915
2042	895
491	514
1580	462
417	1776
1565	1512
860	1851
1965	948
1105	1837
1048	999
1526	1536
503	556
1518	1510
1327	130
1081	367
1395	1568
1373	1909
348	106
1104	1511
291	127
535	536
502	513
197	51
72	710
240	616
1512	1544
1866	1539
943	122
40	1689
101	510
1569	1515
493	484
1466	159
1224	68
188	160
1362	186
1247	1106
431	1345
1139	1257
1760	945
797	1249
1523	1489
1512	1529
1564	1535
1539	1526
893	129
1858	1409
1898	1065
151	234
1174	320
758	141
1732	84
95	1747
662	587
1526	1516
629	1693
1623	409
1725	717
1438	680
1001	610
943	646
1691	1667
1519	1544
458	658
1781	1353
524	508
490	464
1565	1561
1534	1522
1542	1553
349	1147
1700	1030
803	957
1540	1516
222	905
445	1574
767	583
535	528
437	57
710	259
481	523
518	532
393	110
1534	1543
1987	1883
527	520
60	633
429	433
487	510
243	1196
1337	1332
462	147
866	46
1535	1557
11	1950
11	529
1553	538
1525	1540
1986	703
510	548
1841	735
530	490
457	1770
1091	1945
1528	1556
1309	248
1804	914
757	1363
367	496
355	2020
1536	1552
1546	1528
1556	1539
605	451
504	493
348	1525
765	351
518	525
1576	2009
524	493
117	1046
1546	1552
1049	810
1545	1546
1518	1557
342	2
1037	1963
124	1726
1902	494
535	223
595	1467
1577	39
1136	1045
2032	1972
226	276
1539	292
1887	980
175	778
357	1638
154	628
1531	1524
2	1270
154	1077
524	509
920	725
109	1286
418	872
1553	1540
1287	1385
502	740
1650	2000
1291	1284
1622	1223
458	963
1985	199
1561	1257
1421	253
1892	1537
520	495
2011	209
1237	1786
503	494
1661	1552
1545	1052
1199	1518
664	1891
504	519
502	500
1977	1488
1251	358
1149	1973
239	1883
877	1956
347	1357
500	509
1902	291
896	1431
1527	1558
438	1809
84	424
12	1848
1841	490
1198	1324
1533	1542
2000	1568
898	527
998	1883
1563	1569
285	675
943	1507
1967	1435
303	322
1229	616
497	496
315	1239
928	1744
445	1634
171	1217
1828	1877
332	529
1069	767
492	512
1346	296
1538	1524
1260	75
584	1042
1525	1534
359	1164
702	562
536	845
524	497
1894	1980
1222	1990
521	498
490	1593
1526	1520
187	998
1876	1288
752	779
1437	1026
504	508
1517	1109
1566	1585
1790	303
1007	544
424	755
1547	1168
1633	1254
833	1269
1497	1512
1149	416
552	532
1646	816
1299	432
309	599
105	268
1192	319
1099	1580
79	653
1512	1522
741	906
1527	1524
465	730
1526	1530
586	158
1792	1060
886	1340
1698	1712
663	1617
526	508
928	63
419	1134
1665	55
397	1205
479	497
615	965
1894	1307
1810	1048
483	509
521	504
1968	1119
1040	1441
601	1653
1567	1528
1338	701
523	513
75	1682
792	817
830	1798
101	781
434	1500
1542	1295
1795	610
1770	681
123	52
481	506
483	487
1527	1506
1290	650
524	523
1614	1653
